Kapampangan,English
buluk,Buttocks; rear of bus or truck; strike in buttocks; struck in buttocks; kind of vegetable; rice dust. wild bamboo used to make sawali walling fine hairs on stalk very; fuzzy; fetid; buluk allow to become fetid
bulung,Leaf; of book; leafy; whisper. bubulung; whisper something; bilung; bulung
bulungan,Kind of banana; green and about 10 long
buluq,See dictionary entry
bulus,Bubulus rush into something
bulutung,Victim
bulyo,See dictionary entry
bumba,Shout. bubulyo; bulyon shout at someone; bilyon; pump; spray; spray something; bumba; bumba spray something for one; have sexual
bumbong,Kind of bamboo; rice cake; steamed through bamboo tubes
bumbunan,Fontanel
bunduk,Mountain; hilly; mountainous
bunga,See dictionary entry
bungal,Fruit; bear fruit; bearing fruit abundantly; lacking front teeth
bungangaq,Whistle; loud noise
bungiq,Split; shattered; having harelip or lacking front teeth
bunitil,One grain of rice
bunsu,See dictionary entry
bunsul,Unconscious; knock someone unconscious
buntal,See dictionary entry
buntuk,See dictionary entry
buntun,Stack. haystack
bunut,Baby; youngest in family. the youngest. unconscious; knock someone unconscious; hat made of woven and starched reeds or grasses; head. chief; front of truck; carry on head; stack. haystack; coconut husk used for polishing floors; something
bunwan,Small fish corral
bura,See dictionary entry
burak,Buran erase something; eraser; erased; farmer; place; wallowing hole; put in (e.g. balut); play with
buraldal,Clumsy
burarit,Local cockpit in Bacolor
burarul,Place to fly
burat,Pull back of buburat; birat
buren,See dictionary entry
buri/buriq,See dictionary entry
burilyus,Like; want; find pleasure buriq make self liked; buriq thing liked; rods used in working bamboo; in fishing and elsewhere; as lances in contest in which attempt to spear small rings hung on ribbons across Also bingo counters and bowling
buro,Preserved eggs; red eggs; to salt to preserve
burul,Lie in state. burungburung; head of
busa,See dictionary entry
busal,Hit someone with raised knuckle
busbus,Hole. busbus cavity; busbus arung nostril; busbus butunis button hole; bore; poke hole(s)
busina,Horn (for blowing; auto horn); bubusina blow horn
busluq,Basket
busniq,Opened; unlocked. busniq; bisniq; open something; busniq
butil,See dictionary entry
butit,Calf of leg; hit in calf
butul,Opened; unlocked. busniq; bisniq; open something; busniq; grain; calf of leg; hit in calf; plow blade. lit. of boar; seed; stone; bone. size of seed; utak ning butul bone; having seed(s). butunis/ bitunis; button(s); button something up; one who puts on button; can sew on button
butuq,See dictionary entry
buwat/buat,See dictionary entry
bwak,Lift; carry; binwat; hair. bwakbwakan/bwakbwakin hair on arms or forehead; have hair on (as after haircut). bwisit/(w)sit/busit; disturbance; bore; nuisance; bother someone; binuwisit; byakus (biakus/ biyakus) by (h); fishing net; used by one man in current. biyakusan/bayakusan banca used in such fishing; journey; trip; take trip; go around on display (for sale). byasa/byasa/ biyasa (V./.) know how; knowledgeable; is learning
bye/bie,Give
bye/byay,Life. ways of life; occupation; living; source of life; hatchery; alive; mye live; be alive
byernis,See dictionary entry
byuda,See dictionary entry
byuk,Friday. byernisanto Good Friday; lupangbyernisanto; scar; scarred; give scar to someone
byung,Roaring sound; biyung; binyung
ca/tsa,See dictionary entry
cekblad,(Eng. check blood) have ones blood checked
cesa/tiesa,Yellow (fruit?) like camote; with seed. cinelas/ tsinelas sinelas
cokaran,Rubber slippers; zoris; gangmate; buddy (thought by some to be word borrowed from English). conggo/ songgo; monkey; used as teasing label for people
cupa,See dictionary entry
cupon,Uwa thirst
daba,Large; cooking pot; made of clay; black. dabid/david; first name; family name
dabung,Shoots; young leaves; leafy
dagdag,Augment something; ragdag
dagis,Rat(s); tigsang dagis lump in flesh caused by sharp blow
dagul,Augment something; ragdag; rat(s); tigsang dagis lump in flesh caused by sharp blow; grow big. daragul; dinagul; ragul; bigness; raising
daig/de:g,Superior; more powerful; daig overcome; deig
dakal,See dictionary entry
dakap,Rakal; catch; apprehend
dake,Phase; share; portion. dakedake; rake
dakitan,Fetch home; escort home
dala,Dalakit (dakit-)?
dalaga,Bring; carry; dalan; dala; come over; come across (e.g. go to neighbors house). dinalakit; e.g. bamboos for crossing stream or chasm; the act of crossing; young woman; dalagita; gathering of dalaga; become dalaga; have dalaga daughter
dalagita,Young girl in or early teen age; become dalaga
dalamat,Serious sickness
dalan,Road; by for someone; dalan; others; made into
dalas,Madalas/maralas often. /; ralas/dalas
dalayap,See dictionary entry
daldak,Grind; pound; daraldak; daldak
dale,See dictionary entry
dalig,Wall; dalig
dalit,Chant; song; dadalit sing; dalit
dalo,Visitor; visitation; visit; bisita
dalum,Grind; pound; daraldak; daldak; okay; wall; dalig; chant; song; dadalit sing; dalit; visitor; especially an unexpected visitor; dumalo; dinalo; dalo; lawsuit; complaint; dalum; dalumdum; darkness; dark
dalyawat,Pimple(s)
dam,Borrow; raman
damara,Shade; grove; arbor
damas,Bridesmaid
damdam,Hear; listen. dimdam; sensitive; feelings
dame,Oneself; sympathize. dadame; diname; one you sympathize with
damiq,Female nickname; from Damasa
damlaq,Honor; damonyo/ demonyo; devil. San gin
damulag,Carabao; harsh person
damusak,Step on
damut,See dictionary entry
dangal,Honor; honesty; to honor someone
dangkal,Finger and finger; something with dangkal; dangkal
danum,Water; body of water; ocean; to water something
danup,Hunger; starvation; to make hungry
dapaq,See dictionary entry
dapat,Apology; excuse; water. ocean; body of water; water something; ranum; hunger. starvation; dumanup; make hungry; honor; honesty; honor someone; finger and finger; something with dangkal; dangkal; lie flat; with face down; lying flat; should; ought rights; duties; obligations; business; affairs; concern. result of deed; take care of something; dapat
dapdap,Balete tree; home of diwataq
dapot,However
dapu,Crocodile. tulang dapu kind of dragonfly which is found at rivers
dapug,Daput/ dapot
dapuk,Crocodile. tulang dapu kind of dragonfly which is found at rivers; dinapuk put inside; dapuk
dara,See dictionary entry
daragis,(V./.) constipated; have difficulty in
darak,Trash (e.g. leaves and other yard sweepings); sweep up trash; dapug; dadaraq thresh; daraq; daran thresh something; aunt; stepmother. (V./.) aunt and niece/nephew; darak konu
daraq,Dadaraq thresh; daraq; daran thresh something
das,Reach; arrive
dase,Woven; used for sleeping; old ones are used for drying rice; dase. be on
dasyunan,Ration; apportion; deliver
datang,See dictionary entry
datuq,See dictionary entry
dayap,See dictionary entry
dayaq,Arrive; come. daratang; dinatang/dintang; leader rarely used except with reference to Southern Philippines or to olden days; blood. one with same blood type; darayaq; dinayaq; rayan; matuadayaq e.g. nephew older than his uncle
dayat,Fields; ocean; Arayat. daystolik/ distolik; diastolic; blood pressure. dayuq/dayu; distance; distant; darayuq alienate; remove; dumayuq far away
de/de,Of such type: degoma; dekolor; run on/by: degasolina; dekurudu; deqayri. debati/ dibati; debate; argue; debati; topic of debate; place/topic
de:g,See dictionary entry
degla/regla,Put something in order. set in order; in ordered arrangement
dekwatru,Stand with one foot raised and resting on the other knee
deli,Female name
delikadu,Dangerous; touchy; sensitive
demanda,Take to court. subject to court hearing
den/ren,See dictionary entry
deng/reng,(CMP) plural; specific
deni/reni,See dictionary entry
depaskwa,Poinsettia flower
derit,Kind of fish net
desididu,Decided; determined
deti/reti,See dictionary entry
di/ri,See dictionary entry
digman,Water plant (seaweed?); found especially in rainy reason
digu,See dictionary entry
diki,(CMP) special plural; dike; barrier to hold back flood waters
dikut,Grass; dikut
dilaq,Dilanwaq/ dilangwaq
dilat,Tongue; fangs of snake
diliq,Something for oneself; diliq
dilo,See dictionary entry
diluq,Take bath; diluq
dimla,Nickname; from Rodrigo; tongue; fangs of snake; century banwaq); lick something. stick tongue out; stick tongue out at someone; the act of sticking ones tongue out; (Q./N.) self; you alone; the prettiest; live alone; yellow. yellowish; take bath; diluq; cold; coolness; cool; chilly; e.g. wear sweater. chill something
dimpals,Dimple(s)
din,Dinan give something dinan
dinalan,One hundred
dinamo,Generator
dinat,Dirt; human waste; dirty; dinat
dinding,Wall(s)
dine,Ashamed; shame; shyness
ding/ring,(CMP) plural; dipaningalti curse lightning strike you!; alti. direcu/ darecu straight; direct; say/do something directly; go straight; direcu; direcu betting on one number
diris/dilis,Small fish (anchovy?)
diskursu,Type of speech; diskursu
disoras,Apapadisoras to be late. distinction
disul,Kind of leaf used as poultice to draw out slivers
disyembre,December
ditak,Little; diritak become few(); ritak; drink made of rum; 7-up; and juice
diwataq,Spirits; said to live in dapdap
do,See dictionary entry
dok,Evil; badness
doktor,Doctor
duag,Coward. duat/duwat; kind of fruit; duhat
dub,See dictionary entry
dugpa,Carve; make carvings; make up; dinukit; dukit; crouch; bend.. balikuku; baluktut bend something; alight; land strike (as; butterfly on flower; water on person). dinugpa/digpa; curse lightning strike you!
dukit,Carve; make carvings; make up; dinukit; dukit
dukuq,See dictionary entry
dulang,See dictionary entry
duldul,Thunder; (?lightning?); Usually this word is used in curses; as: dipaning alti!
duling,Person sometimes used as nickname; duling
duluk,Table or platform; more like large tray; placed on for eating dudulang be flat(?); thunder; duduldul; nuldul. person sometimes used as nickname; duling. burned (e.g. overcooked rice); duluk
dumalaga,Female animal; e.g. which has not yet laid an egg
duman,Pounding rice sometimes to the accompaniment of. bay??
duminggu,Sunday. (D./Q.) weekly
dungan,See dictionary entry
dungis,See dictionary entry
dunguq,See dictionary entry
dungus,Port; depot; space behind house; stain; blemish (on face); dishonor; marungis/mandungis; timid; dumb; stomach
duraq,Spit; saliva
duray,Female nickname; from Dorotea
durun,Locust
durung,Very small shrimp
duruq,Duruq; for something
durut,Handle; crank; thing to turn with
dusa,(n)/ dusa
dusing,See dictionary entry
dutung,Whirlpool; vortex. crank; dudurut whirl; spin around; durut; punishment; curse of on child dusan; rusa; rusan; tree; lumber; wood; gather firewood; dutung have tree cut; have another gather firewood
duwalaq,Mysterious
duwang,Hand something to another
dwendi,Dwarf; fairy
dwiq,Fish spines; bones; stuck with spine
dyos/diyos,God. spuq: Diyos puq greeting; what one says to announce his presencelike Americans knock on door
e,Bother; worry. usually distributive; Dont worry
ebun,Lay eggs
edad,Also female nickname; from Natividad; all sorts variety
eklipsi,Eclipse
ekus/ecus,Effeminate; homosexual; This be an example of baligtad speech; derived from syoki
elatina,See dictionary entry
eljin,See dictionary entry
elu,See dictionary entry
ema,Elgin watch); serious case of veneral disease; crab (black colored)
emut,Root(s); yamut. endredus/; gossip. endredista gossip
eneru,January
epidemya,Epidemic
eran,Ladder; stairs. ermitenyo/ ermitanyo
eskupeta,Hermit; anchorite; air rifle used in some dialects as elsewhere; as eskwela/; school; go to school
ester,Female name. -ester an ornamental plant which has no roots
esus,Female name. -ester an ornamental plant which has no roots; Jesus; yasus call on Jesus; susmariyosep!
eyustakyu,Name; Eustaquio; nickname
ga:rungan,Bangus at stage of growth larger than biniq but smaller than adult
gabak,(N./D./.) tear
gabun,Earth; soil; dirt
gadgad,See dictionary entry
gadtuq,(N./D./.) tear; earth; soil; dirt; croak; roar (like an animal). roar at someone; (D././V.) attached; be related; swarm together; cooked with too little water; gadtuq
gagaq,See dictionary entry
gagu,Stupid; talk nonsense. gainduq/ genduq (*agal; *pagal)
gakgak,Croak; roar (like an animal). roar at someone
galang,Probability
galgal,Gagalgal shiver; tremble
galiguq,Corns; calluses
galikgik,Gagalikgik squeak; creak
galo,Motion; restless motion; disturbance; fidgety; gagalo; galo
galudgud,Backbone; spine
galunggung,Shiver; tremble (with cold). gagalunggung; ginalunggung
gamat,Hand sometimes used to lower arm in general; eat with hands; have someone eat with his hands
gambul,Cultivate
gamit,Use. gagamit; ginamit; gumamit; gamit
